,Date,User,Tweet
116,2022-11-01 17:36:48+00:00,elonmusk,"Twitter’s current lords &amp; peasants system for who has or doesn’t have a blue checkmark is bullshit. 

Power to the people! Blue for $8/month."
117,2022-11-01 13:54:13+00:00,elonmusk,Sonic BOOMS!! https://t.co/6n5OxFc0Dy
118,2022-11-01 13:15:20+00:00,elonmusk,Falcon Heavy launch in ~30 mins https://t.co/Bluay8q80F
119,2022-11-01 04:17:24+00:00,elonmusk,😉 https://t.co/eaIYaDRBnu
120,2022-11-01 04:15:02+00:00,elonmusk,Halloween with my Mom https://t.co/xOAgNeeiNN
121,2022-10-31 17:10:05+00:00,elonmusk,"If I had a dollar for every time someone asked me if Trump is coming back on this platform, Twitter would be minting money!"
122,2022-10-31 03:11:41+00:00,elonmusk,Bring back Vine?
123,2022-10-31 01:00:53+00:00,elonmusk,"Wachtell &amp; Twitter board deliberately hid this evidence from the court. Stay tuned, more to come … https://t.co/CifaNvtRtt"
124,2022-10-31 00:04:28+00:00,elonmusk,This is fake – I did *not* tweet out a link to The New York Times! https://t.co/d6V6m5ATW2
125,2022-10-30 11:25:19+00:00,elonmusk,"Just received this email from Twitter. This is an actual, real email that was autogenerated 🤣🤣 https://t.co/7DQp4sNINX"
126,2022-10-29 17:35:45+00:00,elonmusk,"Finally, the truth that carbs are amazing can be said on this platform! 
#FreeSpeech"
127,2022-10-29 17:33:16+00:00,elonmusk,Fresh baked bread &amp; pastries are some of the great joys of life
128,2022-10-29 00:14:33+00:00,elonmusk,"To be super clear, we have not yet made any changes to Twitter’s content moderation policies https://t.co/k4guTsXOIu"
129,2022-10-28 21:33:03+00:00,elonmusk,Ligma Johnson had it coming 🍆 💦 https://t.co/CgjrOV5eM2
130,2022-10-28 21:16:42+00:00,elonmusk,Comedy is now legal on Twitter
131,2022-10-28 18:18:55+00:00,elonmusk,"Twitter will be forming a content moderation council with widely diverse viewpoints. 

No major content decisions or account reinstatements will happen before that council convenes."
132,2022-10-28 12:09:02+00:00,elonmusk,🎶 let the good times roll 🎶
133,2022-10-28 03:49:11+00:00,elonmusk,the bird is freed
134,2022-10-28 01:50:49+00:00,elonmusk,Falcon rockets to orbit as seen from LA https://t.co/r8L2SbLC3p
135,2022-10-27 13:08:00+00:00,elonmusk,Dear Twitter Advertisers https://t.co/GMwHmInPAS
136,2022-10-26 18:45:58+00:00,elonmusk,Entering Twitter HQ – let that sink in! https://t.co/D68z4K2wq7
137,2022-10-26 15:27:40+00:00,elonmusk,A beautiful thing about Twitter is how it empowers citizen journalism – people are able to disseminate news without an establishment bias
138,2022-10-26 14:48:22+00:00,elonmusk,"“The New York Times has emerged as a new, chaotic actor in global politics. The paper’s interventions in some of the world’s most combustible conflicts have sometimes been a boon, but their messaging has also caused problems.”"
139,2022-10-25 23:26:39+00:00,elonmusk,Works on any moving land object https://t.co/Xu4qKJW4D9
140,2022-10-25 04:33:08+00:00,elonmusk,What lesson took you the longest to unlearn?
141,2022-10-25 01:25:34+00:00,elonmusk,διαλεκτική
142,2022-10-23 13:26:21+00:00,elonmusk,Think about who might have decided “The Current Thing” before accepting it
143,2022-10-23 13:21:51+00:00,elonmusk,"Who decides “The Current Thing?”
Real question. I don’t know."
144,2022-10-23 12:19:22+00:00,elonmusk,Neuralink show &amp; tell now on Nov 30
145,2022-10-23 00:29:28+00:00,elonmusk,"i know
|nothing|
is forever"
146,2022-10-21 06:34:33+00:00,elonmusk,"Only Giga Berlin can make these colors, as paint shop was specially built to apply many fine layers of paint, giving it complexity not otherwise possible https://t.co/Htis0LfRzV"
147,2022-10-21 03:31:20+00:00,elonmusk,https://t.co/WqGm6InNTp
148,2022-10-20 16:31:46+00:00,elonmusk,Congrats to @SpaceX team on 48th launch this year! Falcon 9 now holds record for most launches of a single vehicle type in a year.
149,2022-10-19 18:46:58+00:00,elonmusk,"I will not let you down, no matter what it takes"
150,2022-10-19 16:59:23+00:00,elonmusk,Vox Populi Vox Dei
151,2022-10-19 03:37:07+00:00,elonmusk,Internet in airplanes will feel same as if you were accessing Internet at home! https://t.co/Mfl2ixYnJH
152,2022-10-19 01:42:18+00:00,elonmusk,"28,700 bottles of exquisite Burnt Hair perfume already sold! 

Only 1,300 left of this unique, limited edition, collector’s item. https://t.co/Gh2Zg7B5qX"
153,2022-10-18 14:35:49+00:00,elonmusk,"Drone War I
https://t.co/erVME0CbbN"
154,2022-10-17 12:32:40+00:00,elonmusk,Exceptionally well-said https://t.co/UT8fXG0MeF
155,2022-10-17 06:55:10+00:00,elonmusk,Are there others that want to donate Starlinks to places in need? https://t.co/M0ASMenMRD
156,2022-10-16 21:51:48+00:00,elonmusk,Deus X Machina
157,2022-10-16 14:26:13+00:00,elonmusk,So true https://t.co/PwmxUVU2Fc
158,2022-10-16 05:17:46+00:00,elonmusk,Fancy a game of meme tennis? https://t.co/d9tqIlg7nB
159,2022-10-16 04:51:35+00:00,elonmusk,Did you hear about the dyslexic KBG agent – it’s pot secret!
160,2022-10-16 03:41:07+00:00,elonmusk,"Pitching my idea once again for a crossover of Das Boot &amp; Boss Baby.

“Das Baby” – Hijinks on the high seas! https://t.co/FieRmSthp2"
161,2022-10-15 18:06:20+00:00,elonmusk,"The hell with it … even though Starlink is still losing money &amp; other companies are getting billions of taxpayer $, we’ll just keep funding Ukraine govt for free"
162,2022-10-13 02:50:21+00:00,elonmusk,"20,000!!"
163,2022-10-13 00:10:10+00:00,elonmusk,https://t.co/WLVh5zBiO5
164,2022-10-12 21:41:33+00:00,elonmusk,"We might need a different name, as this is basically just Starlink with roaming capability, so you can take your terminal anywhere. https://t.co/gnH0YPPVOS"
165,2022-10-12 21:09:41+00:00,elonmusk,"Please buy my perfume, so I can buy Twitter"
166,2022-10-12 04:42:30+00:00,elonmusk,"10,000 bottles of Burnt Hair sold!"
167,2022-10-12 00:38:24+00:00,elonmusk,Over 5000 bottles of Burnt Hair sold!
168,2022-10-11 23:19:19+00:00,elonmusk,https://t.co/WDtHXqgUPx
169,2022-10-11 23:16:41+00:00,elonmusk,"With a name like mine, getting into the fragrance business was inevitable – why did I even fight it for so long!?"
170,2022-10-11 23:06:23+00:00,elonmusk,"The finest fragrance on Earth!
https://t.co/ohjWxNX5ZC https://t.co/0J1lmREOBS"
171,2022-10-11 20:53:14+00:00,elonmusk,Maybe one day we can finally achieve https://t.co/jKBu2wJIDA
172,2022-10-11 20:39:00+00:00,elonmusk,https://t.co/Q31B9x4RCH
173,2022-10-09 14:18:42+00:00,elonmusk,Coming soon from The @BoringCompany https://t.co/cNIbFRRXyt
174,2022-10-09 13:19:37+00:00,elonmusk,An eye for an eye leaves everyone blind https://t.co/pQztPvR4uI
175,2022-10-09 11:12:07+00:00,elonmusk,https://t.co/VvGa39qAyE
176,2022-10-07 14:11:05+00:00,elonmusk,"In case you missed Tesla AI Day 2022
https://t.co/Sbu0peXpY1"
177,2022-10-07 06:53:11+00:00,elonmusk,SpaceX Dragon docking with @Space_Station (extended video) https://t.co/AFBDKHddgI
178,2022-10-06 23:50:57+00:00,elonmusk,Excited to announce start of production of Tesla Semi Truck with deliveries to @Pepsi on Dec 1st! https://t.co/gq0l73iGRW
179,2022-10-06 16:12:27+00:00,elonmusk,Starlink view of 2nd stage deorbit burn https://t.co/kbLv95bAK7
180,2022-10-06 04:37:25+00:00,elonmusk,War is the ultimate Supreme Court
181,2022-10-06 01:21:12+00:00,elonmusk,"Another batch of Starlinks in orbit, 7 hours after the astronaut launch https://t.co/mQshEY16RP"
182,2022-10-04 22:39:41+00:00,elonmusk,"Buying Twitter is an accelerant to creating X, the everything app"
183,2022-10-03 17:55:05+00:00,elonmusk,Let’s try this then: the will of the people who live in the Donbas &amp; Crimea should decide whether they’re part of Russia or Ukraine
184,2022-10-03 16:15:43+00:00,elonmusk,"Ukraine-Russia Peace:

- Redo elections of annexed regions under UN supervision. Russia leaves if that is will of the people.

- Crimea formally part of Russia, as it has been since 1783 (until Khrushchev’s mistake).

- Water supply to Crimea assured.

- Ukraine remains neutral."
185,2022-10-03 07:44:48+00:00,elonmusk,https://t.co/cGHSTdb9gv
186,2022-10-02 23:29:18+00:00,elonmusk,https://t.co/inO8f1q38o
187,2022-10-02 23:03:40+00:00,elonmusk,Prufrock II emerging from the ground https://t.co/csamCrmAZa
188,2022-10-02 18:49:35+00:00,elonmusk,Do not let ancient grudge break to new mutiny
189,2022-10-02 11:15:14+00:00,elonmusk,https://t.co/HdUl0etoao
190,2022-10-02 01:29:06+00:00,elonmusk,"Recording of Tesla AI Day 2022 
https://t.co/7LR51x7pXa"
191,2022-10-01 05:21:49+00:00,elonmusk,🤖 🖤 https://t.co/eNhVVztXHM
192,2022-10-01 03:08:48+00:00,elonmusk,https://t.co/PHa7kKhFoT
193,2022-10-01 03:05:34+00:00,elonmusk,"Naturally, there will be a catgirl version of our Optimus robot"
194,2022-10-01 02:36:33+00:00,elonmusk,"The point of AI Day is to show the immense depth &amp; breadth of Tesla in AI, compute hardware &amp; robotics"
195,2022-09-30 22:13:26+00:00,elonmusk,Webcast link https://t.co/TrtjKph4Mk
196,2022-09-30 22:08:06+00:00,elonmusk,Tesla AI Day 2022 starts at precisely 6:15pm California time
197,2022-09-29 15:31:12+00:00,elonmusk,"Cybertruck will be waterproof enough to serve briefly as a boat, so it can cross rivers, lakes &amp; even seas that aren’t too choppy"
198,2022-09-29 14:54:11+00:00,elonmusk,"Note, this event is meant for recruiting AI &amp; robotics engineers, so will be highly technical https://t.co/BcxAEv6qJd"
199,2022-09-28 23:43:58+00:00,elonmusk,Starlink Maritime system enables high speed Internet connectivity even in heavy seas &amp; hurricane winds https://t.co/6R4p73UGOT
200,2022-09-28 23:38:46+00:00,elonmusk,Last coal shipment arrived in Hawaii at same time as Tesla Megapack batteries that will enable 24/7 sustainable energy https://t.co/zlqJHLsAQq
201,2022-09-28 07:16:12+00:00,elonmusk,https://t.co/mEBAgBCCkj
202,2022-09-27 23:20:31+00:00,elonmusk,Make “hair on fire” not just a metaphor
203,2022-09-27 23:04:38+00:00,elonmusk,https://t.co/1hbMzueALi
204,2022-09-27 22:57:09+00:00,elonmusk,“Burnt Hair” – Scent for Men by Singed
205,2022-09-27 16:50:00+00:00,elonmusk,"My son, Saxon, was amazed that so many paper newspapers are still produced every day. 

He said they probably just search the Internet &amp; print it out. Yup, with rare exception, that is *actually* what they do haha."
206,2022-09-27 16:13:16+00:00,elonmusk,https://t.co/RcKPRe8eiM
207,2022-09-27 14:51:58+00:00,elonmusk,"Falcon 9 fairing cam captures 2nd stage plume, booster entry burn &amp; Earth in twilight https://t.co/ga9MpZKvK2"
208,2022-09-25 19:34:40+00:00,elonmusk,https://t.co/2wpp3F31jA
209,2022-09-25 19:04:39+00:00,elonmusk,Starlink now over 1M user terminals manufactured
210,2022-09-23 02:59:15+00:00,elonmusk,Starlink connecting schools in the Amazon https://t.co/Xy70D0sk8N
211,2022-09-19 20:57:53+00:00,elonmusk,"FSD Beta 10.69.2.1 looks good, extending to 160k owners in US &amp; Canada"
212,2022-09-19 19:33:52+00:00,elonmusk,"Baltasar Gracián, Oráculo Manual y Arte de Prudencia"
213,2022-09-19 18:30:43+00:00,elonmusk,7 engine static fire https://t.co/sOm8Jx8rJq
214,2022-09-19 06:30:06+00:00,elonmusk,"starry, starry night 
paint your palette
blue and gray https://t.co/iUm9pzfDGc"
215,2022-09-19 03:26:40+00:00,elonmusk,"Starlink is now active on all continents, including Antarctica 
https://t.co/Q1VvqV5G0i"
216,2022-09-18 03:16:21+00:00,elonmusk,https://t.co/VDcpkjm56j
217,2022-09-17 01:48:30+00:00,elonmusk,Starlink is meant for peaceful use only
218,2022-09-14 07:38:04+00:00,elonmusk,"Salted butter is amazing, but should be stored at room temperature https://t.co/8RSr340JB8"
219,2022-09-14 03:57:18+00:00,elonmusk,https://t.co/xMoL9wdXh6
220,2022-09-13 23:02:37+00:00,elonmusk,"Blow the whistle!
https://t.co/RQLDti0ULZ"
221,2022-09-13 18:49:25+00:00,elonmusk,https://t.co/qjjDVyOszp
222,2022-09-13 18:05:36+00:00,elonmusk,My tweets are being suppressed!
223,2022-09-13 17:45:44+00:00,elonmusk,Anyone know who the secret clients are? Let’s out them on Twitter rn haha. https://t.co/g8D1mQZLRv
224,2022-09-13 16:51:22+00:00,elonmusk,Rome show is underappreciated https://t.co/oqd3B6O5Mw
225,2022-09-13 14:48:08+00:00,elonmusk,🍿
226,2022-09-13 00:16:11+00:00,elonmusk,Take a moment to … https://t.co/R3hK5u4UW6
227,2022-09-12 20:07:08+00:00,elonmusk,Won’t be long before we view gasoline cars the same way we view steam engines today
228,2022-09-11 21:31:34+00:00,elonmusk,"FSD Beta 10.69.2 rolling out now. Please note that top priority is safety, so expect it to be overly cautious, especially around pedestrians."
229,2022-09-11 03:00:14+00:00,elonmusk,Falcon arching to orbit https://t.co/m7grug8FV9
230,2022-09-11 02:29:13+00:00,elonmusk,No obvious limit to rocket reflight so far https://t.co/rBrcyjxJea
231,2022-09-09 23:52:33+00:00,elonmusk,Take Materials Science 101. You won’t regret it.
232,2022-09-09 23:40:48+00:00,elonmusk,A major Fed rate hike risks deflation
233,2022-09-09 22:22:27+00:00,elonmusk,Tesla North America aiming for &gt;50% same hour service
234,2022-09-08 09:22:07+00:00,elonmusk,And remember 💕 https://t.co/unsJK0CjM9
235,2022-09-07 04:19:58+00:00,elonmusk,“That’s not punny!”
236,2022-09-05 23:50:46+00:00,elonmusk,Order a Tesla Powerwall battery for blackout protection! https://t.co/tEE4LDBD78
237,2022-09-05 18:01:44+00:00,elonmusk,Tolkien is turning in his grave
238,2022-09-03 02:06:02+00:00,elonmusk,https://t.co/L8gLdGE74c
239,2022-09-01 04:05:27+00:00,elonmusk,"Sure sounds higher than 5%!
 https://t.co/Va7TxxzoI6"
240,2022-08-31 15:06:53+00:00,elonmusk,Now launching every ~5 days https://t.co/KJYG5CKPYx
241,2022-08-30 22:50:03+00:00,elonmusk,Spent the day walking entire Giga Berlin production line – team is doing excellent work!
242,2022-08-30 22:38:14+00:00,elonmusk,Kickass Internet connection coming Royal Caribbean ships soon! https://t.co/8qJRiUuNah
243,2022-08-28 23:51:49+00:00,elonmusk,This will happen again – just a matter of time https://t.co/HeyZhZbAih
244,2022-08-28 23:35:36+00:00,elonmusk,Godspeed Artemis! https://t.co/8rZSQPamBf
245,2022-08-28 17:54:13+00:00,elonmusk,"From time to time, I will share some things that seem to be working for me, in case you find it helpful"
246,2022-08-28 17:40:02+00:00,elonmusk,"On advice of a good friend, I’ve been fasting periodically &amp; feel healthier"
247,2022-08-28 05:29:11+00:00,elonmusk,Squeezing extra performance out of Falcon 9 – almost at 17 metric tons to an actual useful orbit with booster &amp; fairing reusable! https://t.co/vgHsmaSj7d
248,2022-08-26 22:27:59+00:00,elonmusk,Countries should be increasing nuclear power generation! It is insane from a national security standpoint &amp; bad for the environment to shut them down.
249,2022-08-26 04:27:02+00:00,elonmusk,Population collapse due to low birth rates is a much bigger risk to civilization than global warming
250,2022-08-26 00:13:51+00:00,elonmusk,"Starlink V2, launching next year, will transmit direct to mobile phones, eliminating dead zones worldwide"
